date,open,high,low,close,volume,changed,changep,adjclose,tradeval,tradevol
2005-06-27,1191.57,1194.33,1188.30,1190.69,0,-0.88,-0.07%,1190.69,N/A,N/A
2005-06-24,1200.73,1200.90,1191.45,1191.57,0,-9.16,-0.76%,1191.57,N/A,N/A
2005-06-23,1213.88,1216.45,1200.72,1200.73,0,-13.15,-1.08%,1200.73,N/A,N/A
2005-06-22,1213.60,1219.53,1211.69,1213.88,0,0.28,0.02%,1213.88,N/A,N/A
2005-06-21,1216.09,1217.13,1211.89,1213.60,0,-2.50,-0.21%,1213.60,N/A,N/A
2005-06-20,1216.96,1219.10,1210.65,1216.10,0,-0.86,-0.07%,1216.10,N/A,N/A
2005-06-17,1210.93,1219.55,1210.93,1216.96,0,6.00,0.50%,1216.96,N/A,N/A
2005-06-16,1206.55,1212.10,1205.47,1210.96,0,4.38,0.36%,1210.96,N/A,N/A
2005-06-15,1203.91,1208.08,1198.66,1206.58,0,2.67,0.22%,1206.58,N/A,N/A
2005-06-14,1200.82,1207.53,1200.18,1203.91,0,3.09,0.26%,1203.91,N/A,N/A
2005-06-13,1198.11,1206.03,1194.51,1200.82,0,2.71,0.23%,1200.82,N/A,N/A
2005-06-10,1200.93,1202.79,1192.64,1198.11,0,-2.82,-0.23%,1198.11,N/A,N/A
2005-06-09,1194.67,1201.86,1191.09,1200.93,0,6.26,0.52%,1200.93,N/A,N/A
2005-06-08,1197.26,1201.97,1193.33,1194.67,0,-2.59,-0.22%,1194.67,N/A,N/A
2005-06-07,1197.51,1208.85,1197.26,1197.26,0,-0.25,-0.02%,1197.26,N/A,N/A
2005-06-06,1196.02,1198.78,1192.75,1197.51,0,1.49,0.12%,1197.51,N/A,N/A
2005-06-03,1204.29,1205.09,1194.55,1196.02,0,-8.27,-0.69%,1196.02,N/A,N/A
2005-06-02,1202.27,1204.67,1198.42,1204.29,0,2.07,0.17%,1204.29,N/A,N/A
2005-06-01,1191.50,1205.64,1191.03,1202.22,0,10.72,0.90%,1202.22,N/A,N/A
2005-05-31,1198.78,1198.78,1191.50,1191.50,0,-7.28,-0.61%,1191.50,N/A,N/A
2005-05-27,1197.62,1199.56,1195.28,1198.78,0,1.16,0.10%,1198.78,N/A,N/A
2005-05-26,1190.01,1198.95,1190.01,1197.62,0,7.61,0.64%,1197.62,N/A,N/A
2005-05-25,1194.07,1194.07,1185.96,1190.01,0,-4.06,-0.34%,1190.01,N/A,N/A
2005-05-24,1193.86,1195.29,1189.87,1194.07,0,0.21,0.02%,1194.07,N/A,N/A
2005-05-23,1189.28,1197.44,1188.76,1193.86,0,4.58,0.39%,1193.86,N/A,N/A
2005-05-20,1191.08,1191.22,1185.19,1189.28,0,-1.80,-0.15%,1189.28,N/A,N/A
2005-05-19,1185.56,1191.09,1184.49,1191.08,0,5.52,0.47%,1191.08,N/A,N/A
2005-05-18,1173.80,1187.90,1173.80,1185.56,0,11.76,1.00%,1185.56,N/A,N/A
2005-05-17,1165.69,1174.35,1159.86,1173.80,0,8.11,0.70%,1173.80,N/A,N/A
2005-05-16,1154.05,1165.75,1153.64,1165.69,0,11.64,1.01%,1165.69,N/A,N/A
2005-05-13,1159.36,1163.75,1146.18,1154.05,0,-5.31,-0.46%,1154.05,N/A,N/A
2005-05-12,1171.11,1173.37,1157.76,1159.36,0,-11.75,-1.00%,1159.36,N/A,N/A
2005-05-11,1166.22,1171.77,1157.71,1171.11,0,4.89,0.42%,1171.11,N/A,N/A
2005-05-10,1178.84,1178.84,1162.98,1166.22,0,-12.62,-1.07%,1166.22,N/A,N/A
2005-05-09,1171.35,1178.87,1169.38,1178.84,0,7.49,0.64%,1178.84,N/A,N/A
2005-05-06,1172.63,1177.75,1170.50,1171.35,0,-1.28,-0.11%,1171.35,N/A,N/A
2005-05-05,1175.65,1178.62,1166.77,1172.63,0,-3.02,-0.26%,1172.63,N/A,N/A
2005-05-04,1161.17,1176.01,1161.17,1175.65,0,14.48,1.25%,1175.65,N/A,N/A
2005-05-03,1162.16,1166.89,1156.71,1161.17,0,-0.99,-0.09%,1161.17,N/A,N/A
2005-05-02,1156.85,1162.87,1154.71,1162.16,0,5.31,0.46%,1162.16,N/A,N/A
2005-04-29,1143.22,1156.97,1139.19,1156.85,0,13.63,1.19%,1156.85,N/A,N/A
2005-04-28,1156.38,1156.38,1143.22,1143.22,0,-13.16,-1.14%,1143.22,N/A,N/A
2005-04-27,1151.74,1159.87,1144.42,1156.38,0,4.55,0.40%,1156.38,N/A,N/A
2005-04-26,1162.10,1164.80,1151.83,1151.83,0,-10.27,-0.88%,1151.83,N/A,N/A
2005-04-25,1152.12,1164.05,1152.12,1162.10,0,9.98,0.87%,1162.10,N/A,N/A
2005-04-22,1159.95,1159.95,1142.95,1152.12,0,-7.83,-0.68%,1152.12,N/A,N/A
2005-04-21,1137.50,1159.95,1137.50,1159.95,0,22.45,1.97%,1159.95,N/A,N/A
2005-04-20,1152.78,1155.50,1136.15,1137.50,0,-15.28,-1.33%,1137.50,N/A,N/A
2005-04-19,1145.98,1154.67,1145.98,1152.78,0,6.80,0.59%,1152.78,N/A,N/A
2005-04-18,1142.62,1148.92,1139.80,1145.98,0,3.36,0.29%,1145.98,N/A,N/A
2005-04-15,1162.05,1162.05,1141.92,1142.62,0,-19.43,-1.67%,1142.62,N/A,N/A
2005-04-14,1173.79,1174.67,1161.70,1162.05,0,-11.74,-1.00%,1162.05,N/A,N/A
2005-04-13,1187.76,1187.76,1171.40,1173.79,0,-13.97,-1.18%,1173.79,N/A,N/A
2005-04-12,1181.21,1190.17,1170.85,1187.76,0,6.55,0.55%,1187.76,N/A,N/A
2005-04-11,1181.20,1184.07,1178.69,1181.21,0,0.01,0.00%,1181.21,N/A,N/A
2005-04-08,1191.14,1191.75,1181.13,1181.20,0,-9.94,-0.83%,1181.20,N/A,N/A
2005-04-07,1184.07,1191.88,1183.81,1191.14,0,7.07,0.60%,1191.14,N/A,N/A
2005-04-06,1181.39,1189.34,1181.39,1184.07,0,2.68,0.23%,1184.07,N/A,N/A
2005-04-05,1176.12,1183.56,1176.12,1181.39,0,5.27,0.45%,1181.39,N/A,N/A
2005-04-04,1172.79,1178.61,1167.72,1176.12,0,3.20,0.27%,1176.12,N/A,N/A
2005-04-01,1180.59,1189.80,1169.91,1172.92,0,-7.67,-0.65%,1172.92,N/A,N/A
2005-03-31,1181.41,1184.53,1179.49,1180.59,0,-0.82,-0.07%,1180.59,N/A,N/A
2005-03-30,1165.36,1181.54,1165.36,1181.41,0,16.05,1.38%,1181.41,N/A,N/A
2005-03-29,1174.28,1179.39,1163.69,1165.36,0,-8.92,-0.76%,1165.36,N/A,N/A
2005-03-28,1171.42,1179.91,1171.42,1174.28,0,2.86,0.24%,1174.28,N/A,N/A
2005-03-24,1172.53,1180.11,1171.42,1171.42,0,-1.11,-0.09%,1171.42,N/A,N/A
2005-03-23,1171.71,1176.26,1168.70,1172.53,0,0.82,0.07%,1172.53,N/A,N/A
2005-03-22,1183.78,1189.59,1171.63,1171.71,0,-12.07,-1.02%,1171.71,N/A,N/A
2005-03-21,1189.65,1189.65,1178.82,1183.78,0,-5.87,-0.49%,1183.78,N/A,N/A
2005-03-18,1190.21,1191.98,1182.78,1189.65,0,-0.56,-0.05%,1189.65,N/A,N/A
2005-03-17,1188.07,1193.28,1186.34,1190.21,0,2.14,0.18%,1190.21,N/A,N/A
2005-03-16,1197.75,1197.75,1185.61,1188.07,0,-9.68,-0.81%,1188.07,N/A,N/A
2005-03-15,1206.83,1210.54,1197.75,1197.75,0,-9.08,-0.75%,1197.75,N/A,N/A
2005-03-14,1200.08,1206.83,1199.51,1206.83,0,6.75,0.56%,1206.83,N/A,N/A
2005-03-11,1209.25,1213.04,1198.15,1200.08,0,-9.17,-0.76%,1200.08,N/A,N/A
2005-03-10,1207.01,1211.23,1201.41,1209.25,0,2.24,0.19%,1209.25,N/A,N/A
2005-03-09,1219.43,1219.43,1206.66,1207.01,0,-12.42,-1.02%,1207.01,N/A,N/A
2005-03-08,1225.31,1225.69,1218.57,1219.43,0,-5.88,-0.48%,1219.43,N/A,N/A
2005-03-07,1222.12,1229.11,1222.12,1225.31,0,3.19,0.26%,1225.31,N/A,N/A
2005-03-04,1210.47,1224.76,1210.47,1222.12,0,11.65,0.96%,1222.12,N/A,N/A
2005-03-03,1210.08,1215.72,1204.45,1210.47,0,0.39,0.03%,1210.47,N/A,N/A
2005-03-02,1210.41,1215.79,1204.22,1210.08,0,-0.33,-0.03%,1210.08,N/A,N/A
2005-03-01,1203.60,1212.25,1203.60,1210.41,0,6.81,0.57%,1210.41,N/A,N/A
2005-02-28,1211.37,1211.37,1198.13,1203.60,0,-7.77,-0.64%,1203.60,N/A,N/A
2005-02-25,1200.20,1212.15,1199.61,1211.37,0,11.17,0.93%,1211.37,N/A,N/A
2005-02-24,1190.80,1200.42,1187.80,1200.20,0,9.40,0.79%,1200.20,N/A,N/A
2005-02-23,1184.16,1193.52,1184.16,1190.80,0,6.64,0.56%,1190.80,N/A,N/A
2005-02-22,1201.59,1202.48,1184.16,1184.16,0,-17.43,-1.45%,1184.16,N/A,N/A
2005-02-18,1200.75,1202.92,1197.35,1201.59,0,0.84,0.07%,1201.59,N/A,N/A
2005-02-17,1210.34,1211.33,1200.74,1200.75,0,-9.59,-0.79%,1200.75,N/A,N/A
2005-02-16,1210.12,1212.44,1205.06,1210.34,0,0.22,0.02%,1210.34,N/A,N/A
2005-02-15,1206.14,1212.44,1205.52,1210.12,0,3.98,0.33%,1210.12,N/A,N/A
2005-02-14,1205.30,1206.93,1203.59,1206.14,0,0.84,0.07%,1206.14,N/A,N/A
2005-02-11,1197.01,1208.38,1193.28,1205.30,0,8.29,0.69%,1205.30,N/A,N/A
2005-02-10,1191.99,1198.75,1191.54,1197.01,0,5.02,0.42%,1197.01,N/A,N/A
2005-02-09,1202.30,1203.83,1191.54,1191.99,0,-10.31,-0.86%,1191.99,N/A,N/A
2005-02-08,1201.72,1205.11,1200.16,1202.30,0,0.58,0.05%,1202.30,N/A,N/A
2005-02-07,1203.03,1204.15,1199.27,1201.72,0,-1.31,-0.11%,1201.72,N/A,N/A
2005-02-04,1189.89,1203.47,1189.67,1203.03,0,13.14,1.10%,1203.03,N/A,N/A
2005-02-03,1193.19,1193.19,1185.64,1189.89,0,-3.30,-0.28%,1189.89,N/A,N/A
2005-02-02,1189.41,1195.25,1188.92,1193.19,0,3.78,0.32%,1193.19,N/A,N/A
2005-02-01,1181.27,1190.39,1180.95,1189.41,0,8.14,0.69%,1189.41,N/A,N/A
2005-01-31,1171.36,1182.07,1171.36,1181.27,0,9.91,0.85%,1181.27,N/A,N/A
2005-01-28,1174.55,1175.61,1166.25,1171.36,0,-3.19,-0.27%,1171.36,N/A,N/A
2005-01-27,1174.07,1177.50,1170.15,1174.55,0,0.48,0.04%,1174.55,N/A,N/A
2005-01-26,1168.41,1175.96,1168.41,1174.07,0,5.66,0.48%,1174.07,N/A,N/A
2005-01-25,1163.75,1174.30,1163.75,1168.41,0,4.66,0.40%,1168.41,N/A,N/A
2005-01-24,1167.87,1173.03,1163.75,1163.75,0,-4.12,-0.35%,1163.75,N/A,N/A
2005-01-21,1175.41,1179.45,1167.82,1167.87,0,-7.54,-0.64%,1167.87,N/A,N/A
2005-01-20,1184.63,1184.63,1173.42,1175.41,0,-9.22,-0.78%,1175.41,N/A,N/A
2005-01-19,1195.98,1195.98,1184.41,1184.63,0,-11.35,-0.95%,1184.63,N/A,N/A
2005-01-18,1184.52,1195.98,1180.10,1195.98,0,11.46,0.97%,1195.98,N/A,N/A
2005-01-14,1177.45,1185.21,1177.45,1184.52,0,7.07,0.60%,1184.52,N/A,N/A
2005-01-13,1187.70,1187.70,1175.81,1177.45,0,-10.25,-0.86%,1177.45,N/A,N/A
2005-01-12,1182.99,1187.92,1175.64,1187.70,0,4.71,0.40%,1187.70,N/A,N/A
2005-01-11,1190.25,1190.25,1180.43,1182.99,0,-7.26,-0.61%,1182.99,N/A,N/A
2005-01-10,1186.19,1194.78,1184.80,1190.25,0,4.06,0.34%,1190.25,N/A,N/A
2005-01-07,1187.89,1192.20,1182.16,1186.19,0,-1.70,-0.14%,1186.19,N/A,N/A
2005-01-06,1183.74,1191.63,1183.27,1187.89,0,4.15,0.35%,1187.89,N/A,N/A
2005-01-05,1188.05,1192.73,1183.72,1183.74,0,-4.31,-0.36%,1183.74,N/A,N/A
2005-01-04,1202.08,1205.84,1185.39,1188.05,0,-14.03,-1.17%,1188.05,N/A,N/A
2005-01-03,1211.92,1217.80,1200.32,1202.08,0,-9.84,-0.81%,1202.08,N/A,N/A
2004-12-31,1213.55,1217.33,1211.65,1211.92,0,-1.63,-0.13%,1211.92,N/A,N/A
2004-12-30,1213.45,1216.47,1213.41,1213.55,0,0.10,0.01%,1213.55,N/A,N/A
2004-12-29,1213.54,1213.85,1210.95,1213.45,0,-0.09,-0.01%,1213.45,N/A,N/A
2004-12-28,1204.92,1213.54,1204.92,1213.54,0,8.62,0.72%,1213.54,N/A,N/A
2004-12-27,1210.13,1214.13,1204.92,1204.92,0,-5.21,-0.43%,1204.92,N/A,N/A
2004-12-23,1209.57,1213.66,1208.71,1210.13,0,0.56,0.05%,1210.13,N/A,N/A
2004-12-22,1205.45,1211.42,1203.85,1209.57,0,4.12,0.34%,1209.57,N/A,N/A
2004-12-21,1194.65,1205.93,1194.65,1205.45,0,10.80,0.90%,1205.45,N/A,N/A
2004-12-20,1194.20,1203.43,1193.36,1194.65,0,0.45,0.04%,1194.65,N/A,N/A
2004-12-17,1203.21,1203.21,1193.49,1194.20,0,-9.01,-0.75%,1194.20,N/A,N/A
2004-12-16,1205.72,1207.97,1198.41,1203.21,0,-2.51,-0.21%,1203.21,N/A,N/A
2004-12-15,1203.38,1206.61,1199.44,1205.72,0,2.34,0.19%,1205.72,N/A,N/A
2004-12-14,1198.68,1205.29,1197.84,1203.38,0,4.70,0.39%,1203.38,N/A,N/A
2004-12-13,1188.00,1198.74,1188.00,1198.68,0,10.68,0.90%,1198.68,N/A,N/A
2004-12-10,1189.24,1191.45,1185.24,1188.00,0,-1.24,-0.10%,1188.00,N/A,N/A
2004-12-09,1182.81,1190.51,1173.79,1189.24,0,6.43,0.54%,1189.24,N/A,N/A
2004-12-08,1177.07,1184.05,1177.07,1182.81,0,5.74,0.49%,1182.81,N/A,N/A
2004-12-07,1190.25,1192.17,1177.07,1177.07,0,-13.18,-1.11%,1177.07,N/A,N/A
2004-12-06,1191.17,1192.41,1185.18,1190.25,0,-0.92,-0.08%,1190.25,N/A,N/A
2004-12-03,1190.33,1197.46,1187.71,1191.17,0,0.84,0.07%,1191.17,N/A,N/A
2004-12-02,1191.37,1194.80,1186.72,1190.33,0,-1.04,-0.09%,1190.33,N/A,N/A
2004-12-01,1173.78,1191.37,1173.78,1191.37,0,17.55,1.50%,1191.37,N/A,N/A
2004-11-30,1178.57,1178.66,1173.81,1173.82,0,-4.75,-0.40%,1173.82,N/A,N/A
2004-11-29,1182.65,1186.94,1172.37,1178.57,0,-4.08,-0.34%,1178.57,N/A,N/A
2004-11-26,1181.76,1186.62,1181.08,1182.65,0,0.89,0.08%,1182.65,N/A,N/A
2004-11-24,1176.94,1182.46,1176.94,1181.76,0,4.82,0.41%,1181.76,N/A,N/A
2004-11-23,1177.24,1179.52,1171.41,1176.94,0,-0.30,-0.03%,1176.94,N/A,N/A
2004-11-22,1170.34,1178.18,1167.89,1177.24,0,6.90,0.59%,1177.24,N/A,N/A
2004-11-19,1183.55,1184.00,1169.19,1170.34,0,-13.21,-1.12%,1170.34,N/A,N/A
2004-11-18,1181.94,1184.90,1180.15,1183.55,0,1.61,0.14%,1183.55,N/A,N/A
2004-11-17,1175.43,1188.46,1175.43,1181.94,0,6.51,0.55%,1181.94,N/A,N/A
2004-11-16,1183.81,1183.81,1175.32,1175.43,0,-8.38,-0.71%,1175.43,N/A,N/A
2004-11-15,1184.17,1184.48,1179.85,1183.81,0,-0.36,-0.03%,1183.81,N/A,N/A
2004-11-12,1173.48,1184.17,1171.43,1184.17,0,10.69,0.91%,1184.17,N/A,N/A
2004-11-11,1162.91,1174.80,1162.91,1173.48,0,10.57,0.91%,1173.48,N/A,N/A
2004-11-10,1164.08,1169.25,1162.51,1162.91,0,-1.17,-0.10%,1162.91,N/A,N/A
2004-11-09,1164.89,1168.96,1162.48,1164.08,0,-0.81,-0.07%,1164.08,N/A,N/A
2004-11-08,1166.17,1166.77,1162.32,1164.89,0,-1.28,-0.11%,1164.89,N/A,N/A
2004-11-05,1161.67,1170.87,1160.66,1166.17,0,4.50,0.39%,1166.17,N/A,N/A
2004-11-04,1143.20,1161.67,1142.34,1161.67,0,18.47,1.62%,1161.67,N/A,N/A
2004-11-03,1130.54,1147.57,1130.54,1143.20,0,12.64,1.12%,1143.20,N/A,N/A
2004-11-02,1130.51,1140.48,1128.12,1130.56,0,0.05,0.00%,1130.56,N/A,N/A
2004-11-01,1130.20,1133.41,1127.60,1130.51,0,0.31,0.03%,1130.51,N/A,N/A
2004-10-29,1127.44,1131.40,1124.62,1130.20,0,2.76,0.24%,1130.20,N/A,N/A
2004-10-28,1125.34,1130.67,1120.60,1127.44,0,2.04,0.18%,1127.44,N/A,N/A
2004-10-27,1111.09,1126.29,1107.43,1125.40,0,14.31,1.29%,1125.40,N/A,N/A
2004-10-26,1094.81,1111.10,1094.81,1111.09,0,16.29,1.49%,1111.09,N/A,N/A
2004-10-25,1095.74,1096.81,1090.29,1094.80,0,-0.94,-0.09%,1094.80,N/A,N/A
2004-10-22,1106.49,1108.14,1095.47,1095.74,0,-10.75,-0.97%,1095.74,N/A,N/A
2004-10-21,1103.66,1108.87,1098.47,1106.49,0,2.83,0.26%,1106.49,N/A,N/A
2004-10-20,1103.23,1104.09,1094.25,1103.66,0,0.43,0.04%,1103.66,N/A,N/A
2004-10-19,1114.02,1117.96,1103.15,1103.23,0,-10.79,-0.97%,1103.23,N/A,N/A
2004-10-18,1108.20,1114.46,1103.33,1114.02,0,5.82,0.53%,1114.02,N/A,N/A
2004-10-15,1103.29,1113.17,1102.14,1108.20,0,4.91,0.45%,1108.20,N/A,N/A
2004-10-14,1113.65,1114.96,1102.06,1103.29,0,-10.36,-0.93%,1103.29,N/A,N/A
2004-10-13,1121.84,1127.01,1109.63,1113.65,0,-8.19,-0.73%,1113.65,N/A,N/A
2004-10-12,1124.39,1124.39,1115.77,1121.84,0,-2.55,-0.23%,1121.84,N/A,N/A
2004-10-11,1122.14,1126.20,1122.14,1124.39,0,2.25,0.20%,1124.39,N/A,N/A
2004-10-08,1130.65,1132.92,1120.19,1122.14,0,-8.51,-0.75%,1122.14,N/A,N/A
2004-10-07,1142.05,1142.05,1130.50,1130.65,0,-11.40,-1.00%,1130.65,N/A,N/A
2004-10-06,1134.48,1142.05,1132.94,1142.05,0,7.57,0.67%,1142.05,N/A,N/A
2004-10-05,1135.17,1137.87,1132.03,1134.48,0,-0.69,-0.06%,1134.48,N/A,N/A
2004-10-04,1131.50,1140.13,1131.50,1135.17,0,3.67,0.32%,1135.17,N/A,N/A
2004-10-01,1114.58,1131.64,1114.58,1131.50,0,16.92,1.52%,1131.50,N/A,N/A
2004-09-30,1114.80,1116.31,1109.68,1114.58,0,-0.22,-0.02%,1114.58,N/A,N/A
2004-09-29,1110.06,1114.80,1107.42,1114.80,0,4.74,0.43%,1114.80,N/A,N/A
2004-09-28,1103.52,1111.77,1101.29,1110.06,0,6.54,0.59%,1110.06,N/A,N/A
2004-09-27,1110.11,1110.11,1103.24,1103.52,0,-6.59,-0.59%,1103.52,N/A,N/A
2004-09-24,1108.36,1113.81,1108.36,1110.11,0,1.75,0.16%,1110.11,N/A,N/A
2004-09-23,1113.56,1113.61,1108.05,1108.36,0,-5.20,-0.47%,1108.36,N/A,N/A
2004-09-22,1129.30,1129.30,1112.67,1113.56,0,-15.74,-1.39%,1113.56,N/A,N/A
2004-09-21,1122.20,1131.54,1122.20,1129.30,0,7.10,0.63%,1129.30,N/A,N/A
2004-09-20,1128.55,1128.55,1120.34,1122.20,0,-6.35,-0.56%,1122.20,N/A,N/A
2004-09-17,1123.50,1130.14,1123.50,1128.55,0,5.05,0.45%,1128.55,N/A,N/A
2004-09-16,1120.37,1126.06,1120.37,1123.50,0,3.13,0.28%,1123.50,N/A,N/A
2004-09-15,1128.33,1128.33,1119.82,1120.37,0,-7.96,-0.71%,1120.37,N/A,N/A
2004-09-14,1125.82,1129.46,1124.72,1128.33,0,2.51,0.22%,1128.33,N/A,N/A
2004-09-13,1123.92,1129.78,1123.35,1125.82,0,1.90,0.17%,1125.82,N/A,N/A
2004-09-10,1118.38,1125.26,1114.39,1123.92,0,5.54,0.50%,1123.92,N/A,N/A
2004-09-09,1116.27,1121.30,1113.62,1118.38,0,2.11,0.19%,1118.38,N/A,N/A
2004-09-08,1121.30,1123.05,1116.27,1116.27,0,-5.03,-0.45%,1116.27,N/A,N/A
2004-09-07,1113.63,1124.08,1113.63,1121.30,0,7.67,0.69%,1121.30,N/A,N/A
2004-09-03,1118.31,1120.80,1113.57,1113.63,0,-4.68,-0.42%,1113.63,N/A,N/A
2004-09-02,1105.91,1119.11,1105.60,1118.31,0,12.40,1.12%,1118.31,N/A,N/A
2004-09-01,1104.24,1109.24,1099.18,1105.91,0,1.67,0.15%,1105.91,N/A,N/A
2004-08-31,1099.15,1104.24,1094.72,1104.24,0,5.09,0.46%,1104.24,N/A,N/A
2004-08-30,1107.77,1107.77,1099.15,1099.15,0,-8.62,-0.78%,1099.15,N/A,N/A
2004-08-27,1105.09,1109.68,1104.62,1107.77,0,2.68,0.24%,1107.77,N/A,N/A
2004-08-26,1104.96,1106.78,1102.46,1105.09,0,0.13,0.01%,1105.09,N/A,N/A
2004-08-25,1096.19,1106.29,1093.24,1104.96,0,8.77,0.80%,1104.96,N/A,N/A
2004-08-24,1095.68,1100.94,1092.82,1096.19,0,0.51,0.05%,1096.19,N/A,N/A
2004-08-23,1098.35,1101.40,1094.73,1095.68,0,-2.67,-0.24%,1095.68,N/A,N/A
2004-08-20,1091.23,1100.26,1089.57,1098.35,0,7.12,0.65%,1098.35,N/A,N/A
2004-08-19,1095.17,1095.17,1086.28,1091.23,0,-3.94,-0.36%,1091.23,N/A,N/A
2004-08-18,1081.71,1095.17,1078.93,1095.17,0,13.46,1.24%,1095.17,N/A,N/A
2004-08-17,1079.34,1086.78,1079.34,1081.71,0,2.37,0.22%,1081.71,N/A,N/A
2004-08-16,1064.80,1080.66,1064.80,1079.34,0,14.54,1.37%,1079.34,N/A,N/A
2004-08-13,1063.23,1067.58,1060.72,1064.80,0,1.57,0.15%,1064.80,N/A,N/A
2004-08-12,1075.79,1075.79,1062.82,1063.23,0,-12.56,-1.17%,1063.23,N/A,N/A
2004-08-11,1079.04,1079.04,1065.92,1075.79,0,-3.25,-0.30%,1075.79,N/A,N/A
2004-08-10,1065.22,1079.04,1065.22,1079.04,0,13.82,1.30%,1079.04,N/A,N/A
2004-08-09,1063.97,1069.46,1063.97,1065.22,0,1.25,0.12%,1065.22,N/A,N/A
2004-08-06,1080.70,1080.70,1062.23,1063.97,0,-16.73,-1.55%,1063.97,N/A,N/A
2004-08-05,1098.63,1098.79,1079.98,1080.70,0,-17.93,-1.63%,1080.70,N/A,N/A
2004-08-04,1099.69,1102.45,1092.40,1098.63,0,-1.06,-0.10%,1098.63,N/A,N/A
2004-08-03,1106.62,1106.62,1099.26,1099.69,0,-6.93,-0.63%,1099.69,N/A,N/A
2004-08-02,1101.72,1108.60,1097.34,1106.62,0,4.90,0.44%,1106.62,N/A,N/A
2004-07-30,1100.43,1103.73,1096.96,1101.72,0,1.29,0.12%,1101.72,N/A,N/A
2004-07-29,1095.42,1103.51,1095.42,1100.43,0,5.01,0.46%,1100.43,N/A,N/A
2004-07-28,1094.83,1098.84,1082.17,1095.42,0,0.59,0.05%,1095.42,N/A,N/A
2004-07-27,1084.07,1096.65,1084.07,1094.83,0,10.76,0.99%,1094.83,N/A,N/A
2004-07-26,1086.20,1089.82,1078.78,1084.07,0,-2.13,-0.20%,1084.07,N/A,N/A
2004-07-23,1096.84,1096.84,1083.56,1086.20,0,-10.64,-0.97%,1086.20,N/A,N/A
2004-07-22,1093.88,1099.66,1084.16,1096.84,0,2.96,0.27%,1096.84,N/A,N/A
2004-07-21,1108.67,1116.27,1093.88,1093.88,0,-14.79,-1.33%,1093.88,N/A,N/A
2004-07-20,1100.90,1108.88,1099.10,1108.67,0,7.77,0.71%,1108.67,N/A,N/A
2004-07-19,1101.39,1105.52,1096.55,1100.90,0,-0.49,-0.04%,1100.90,N/A,N/A
2004-07-16,1106.69,1112.17,1101.07,1101.39,0,-5.30,-0.48%,1101.39,N/A,N/A
2004-07-15,1111.47,1114.63,1106.67,1106.69,0,-4.78,-0.43%,1106.69,N/A,N/A
2004-07-14,1115.14,1119.60,1107.83,1111.47,0,-3.67,-0.33%,1111.47,N/A,N/A
2004-07-13,1114.35,1116.30,1112.99,1115.14,0,0.79,0.07%,1115.14,N/A,N/A
2004-07-12,1112.81,1116.11,1106.71,1114.35,0,1.54,0.14%,1114.35,N/A,N/A
2004-07-09,1109.11,1115.57,1109.11,1112.81,0,3.70,0.33%,1112.81,N/A,N/A
2004-07-08,1118.33,1119.12,1108.72,1109.11,0,-9.22,-0.82%,1109.11,N/A,N/A
2004-07-07,1116.21,1122.37,1114.92,1118.33,0,2.12,0.19%,1118.33,N/A,N/A
2004-07-06,1125.38,1125.38,1113.21,1116.21,0,-9.17,-0.81%,1116.21,N/A,N/A
2004-07-02,1128.94,1129.15,1123.26,1125.38,0,-3.56,-0.32%,1125.38,N/A,N/A
2004-07-01,1140.84,1140.84,1123.06,1128.94,0,-11.90,-1.04%,1128.94,N/A,N/A
2004-06-30,1136.20,1144.20,1133.62,1140.84,0,4.64,0.41%,1140.84,N/A,N/A
2004-06-29,1133.35,1138.26,1131.81,1136.20,0,2.85,0.25%,1136.20,N/A,N/A
2004-06-28,1134.43,1142.60,1131.72,1133.35,0,-1.08,-0.10%,1133.35,N/A,N/A
2004-06-25,1140.65,1145.97,1134.24,1134.43,0,-6.22,-0.55%,1134.43,N/A,N/A
2004-06-24,1144.06,1146.34,1139.94,1140.65,0,-3.41,-0.30%,1140.65,N/A,N/A
2004-06-23,1134.41,1145.15,1131.73,1144.06,0,9.65,0.85%,1144.06,N/A,N/A
2004-06-22,1130.30,1135.05,1124.37,1134.41,0,4.11,0.36%,1134.41,N/A,N/A
2004-06-21,1135.02,1138.05,1129.64,1130.30,0,-4.72,-0.42%,1130.30,N/A,N/A
2004-06-18,1132.05,1138.96,1129.83,1135.02,0,2.97,0.26%,1135.02,N/A,N/A
2004-06-17,1133.56,1133.56,1126.89,1132.05,0,-1.51,-0.13%,1132.05,N/A,N/A
2004-06-16,1132.01,1135.28,1130.55,1133.56,0,1.55,0.14%,1133.56,N/A,N/A
2004-06-15,1125.29,1137.36,1125.29,1132.01,0,6.72,0.60%,1132.01,N/A,N/A
2004-06-14,1136.47,1136.47,1122.16,1125.29,0,-11.18,-0.98%,1125.29,N/A,N/A
2004-06-10,1131.33,1136.47,1131.33,1136.47,0,5.14,0.45%,1136.47,N/A,N/A
2004-06-09,1142.18,1142.18,1131.17,1131.33,0,-10.85,-0.95%,1131.33,N/A,N/A
2004-06-08,1140.42,1142.18,1135.45,1142.18,0,1.76,0.15%,1142.18,N/A,N/A
2004-06-07,1122.50,1140.54,1122.50,1140.42,0,17.92,1.60%,1140.42,N/A,N/A
2004-06-04,1116.64,1129.17,1116.64,1122.50,0,5.86,0.52%,1122.50,N/A,N/A
2004-06-03,1124.99,1125.31,1116.57,1116.64,0,-8.35,-0.74%,1116.64,N/A,N/A
