date,open,high,low,close,volume,changed,changep,adjclose,tradeval,tradevol
2013-07-15,1679.59,1684.51,1677.89,1682.50,0,2.31,0.14%,1682.50,N/A,0
2013-07-12,1675.26,1680.19,1672.33,1680.19,0,5.17,0.31%,1680.19,N/A,0
2013-07-11,1657.41,1676.63,1657.41,1675.02,0,22.40,1.36%,1675.02,N/A,0
2013-07-10,1651.56,1657.92,1647.66,1652.62,0,0.30,0.02%,1652.62,N/A,0
2013-07-09,1642.89,1654.18,1642.89,1652.32,0,11.86,0.72%,1652.32,N/A,0
2013-07-08,1634.20,1644.68,1634.20,1640.46,0,8.57,0.53%,1640.46,N/A,0
2013-07-05,1618.65,1632.07,1614.71,1631.89,0,16.48,1.02%,1631.89,N/A,0
2013-07-03,1611.48,1618.97,1604.57,1615.41,0,1.33,0.08%,1615.41,N/A,0
2013-07-02,1614.29,1624.26,1606.77,1614.08,0,-0.88,-0.05%,1614.08,N/A,0
2013-07-01,1609.78,1626.61,1609.78,1614.96,0,8.68,0.54%,1614.96,N/A,0
2013-06-28,1611.12,1615.94,1601.06,1606.28,0,-6.92,-0.43%,1606.28,N/A,0
2013-06-27,1606.44,1620.07,1606.44,1613.20,0,9.94,0.62%,1613.20,N/A,0
2013-06-26,1592.27,1606.83,1592.27,1603.26,0,15.23,0.96%,1603.26,N/A,0
2013-06-25,1577.52,1593.79,1577.09,1588.03,0,14.94,0.95%,1588.03,N/A,0
2013-06-24,1588.77,1588.77,1560.33,1573.09,0,-19.34,-1.21%,1573.09,N/A,0
2013-06-21,1588.62,1599.19,1577.70,1592.43,0,4.24,0.27%,1592.43,N/A,0
2013-06-20,1624.62,1624.62,1584.32,1588.19,0,-40.74,-2.50%,1588.19,N/A,0
2013-06-19,1651.83,1652.45,1628.91,1628.93,0,-22.88,-1.39%,1628.93,N/A,0
2013-06-18,1639.77,1654.19,1639.77,1651.81,0,12.77,0.78%,1651.81,N/A,0
2013-06-17,1630.64,1646.50,1630.34,1639.04,0,12.31,0.76%,1639.04,N/A,0
2013-06-14,1635.52,1640.80,1623.96,1626.73,0,-9.63,-0.59%,1626.73,N/A,0
2013-06-13,1612.15,1639.25,1608.07,1636.36,0,23.84,1.48%,1636.36,N/A,0
2013-06-12,1629.94,1637.71,1610.92,1612.52,0,-13.61,-0.84%,1612.52,N/A,0
2013-06-11,1638.64,1640.13,1622.92,1626.13,0,-16.68,-1.02%,1626.13,N/A,0
2013-06-10,1644.67,1648.69,1639.26,1642.81,0,-0.57,-0.03%,1642.81,N/A,0
2013-06-07,1625.27,1644.40,1625.27,1643.38,0,20.82,1.28%,1643.38,N/A,0
2013-06-06,1609.29,1622.56,1598.23,1622.56,0,13.66,0.85%,1622.56,N/A,0
2013-06-05,1629.05,1629.31,1607.09,1608.90,0,-22.48,-1.38%,1608.90,N/A,0
2013-06-04,1640.73,1646.53,1623.62,1631.38,0,-9.04,-0.55%,1631.38,N/A,0
2013-06-03,1631.71,1640.42,1622.72,1640.42,0,9.68,0.59%,1640.42,N/A,0
2013-05-31,1652.13,1658.99,1630.74,1630.74,0,-23.67,-1.43%,1630.74,N/A,0
2013-05-30,1649.14,1661.91,1648.61,1654.41,0,6.05,0.37%,1654.41,N/A,0
2013-05-29,1656.57,1656.57,1640.05,1648.36,0,-11.70,-0.70%,1648.36,N/A,0
2013-05-28,1652.63,1674.21,1652.63,1660.06,0,10.46,0.63%,1660.06,N/A,0
2013-05-24,1646.67,1649.78,1636.88,1649.60,0,-0.91,-0.06%,1649.60,N/A,0
2013-05-23,1651.62,1655.50,1635.53,1650.51,0,-4.84,-0.29%,1650.51,N/A,0
2013-05-22,1669.39,1687.18,1648.86,1655.35,0,-13.81,-0.83%,1655.35,N/A,0
2013-05-21,1666.20,1674.93,1662.67,1669.16,0,2.87,0.17%,1669.16,N/A,0
2013-05-20,1665.71,1672.84,1663.52,1666.29,0,-1.18,-0.07%,1666.29,N/A,0
2013-05-17,1652.45,1667.47,1652.45,1667.47,0,17.00,1.03%,1667.47,N/A,0
2013-05-16,1658.07,1660.51,1648.60,1650.47,0,-8.31,-0.50%,1650.47,N/A,0
2013-05-15,1649.13,1661.49,1646.68,1658.78,0,8.44,0.51%,1658.78,N/A,0
2013-05-14,1633.75,1651.10,1633.75,1650.34,0,16.57,1.01%,1650.34,N/A,0
2013-05-13,1632.10,1636.00,1626.74,1633.77,0,0.07,0.00%,1633.77,N/A,0
2013-05-10,1626.69,1633.70,1623.71,1633.70,0,7.03,0.43%,1633.70,N/A,0
2013-05-09,1632.69,1635.01,1623.09,1626.67,0,-6.02,-0.37%,1626.67,N/A,0
2013-05-08,1625.95,1632.78,1622.70,1632.69,0,6.73,0.41%,1632.69,N/A,0
2013-05-07,1617.55,1626.03,1616.64,1625.96,0,8.46,0.52%,1625.96,N/A,0
2013-05-06,1614.40,1619.77,1614.21,1617.50,0,3.08,0.19%,1617.50,N/A,0
2013-05-03,1597.60,1618.46,1597.60,1614.42,0,16.83,1.05%,1614.42,N/A,0
2013-05-02,1582.77,1598.60,1582.77,1597.59,0,14.89,0.94%,1597.59,N/A,0
2013-05-01,1597.55,1597.55,1581.28,1582.70,0,-14.87,-0.93%,1582.70,N/A,0
2013-04-30,1593.58,1597.57,1586.50,1597.57,0,3.96,0.25%,1597.57,N/A,0
2013-04-29,1582.34,1596.65,1582.34,1593.61,0,11.37,0.72%,1593.61,N/A,0
2013-04-26,1585.16,1585.78,1577.56,1582.24,0,-2.92,-0.18%,1582.24,N/A,0
2013-04-25,1578.93,1592.64,1578.93,1585.16,0,6.37,0.40%,1585.16,N/A,0
2013-04-24,1578.78,1583.00,1575.80,1578.79,0,0.01,0.00%,1578.79,N/A,0
2013-04-23,1562.50,1579.58,1562.50,1578.78,0,16.28,1.04%,1578.78,N/A,0
2013-04-22,1555.25,1565.55,1548.19,1562.50,0,7.25,0.47%,1562.50,N/A,0
2013-04-19,1541.61,1555.89,1539.40,1555.25,0,13.64,0.88%,1555.25,N/A,0
2013-04-18,1552.03,1554.38,1536.03,1541.61,0,-10.40,-0.67%,1541.61,N/A,0
2013-04-17,1574.57,1574.57,1543.69,1552.01,0,-22.56,-1.43%,1552.01,N/A,0
2013-04-16,1552.36,1575.35,1552.36,1574.57,0,22.21,1.43%,1574.57,N/A,0
2013-04-15,1588.84,1588.84,1552.28,1552.36,0,-36.49,-2.30%,1552.36,N/A,0
2013-04-12,1593.30,1593.30,1579.97,1588.85,0,-4.52,-0.28%,1588.85,N/A,0
2013-04-11,1587.73,1597.35,1586.17,1593.37,0,5.64,0.36%,1593.37,N/A,0
2013-04-10,1568.61,1589.07,1568.61,1587.73,0,19.12,1.22%,1587.73,N/A,0
2013-04-09,1563.11,1573.89,1560.92,1568.61,0,5.54,0.35%,1568.61,N/A,0
2013-04-08,1553.26,1563.07,1548.63,1563.07,0,9.79,0.63%,1563.07,N/A,0
2013-04-05,1559.98,1559.98,1539.50,1553.28,0,-6.70,-0.43%,1553.28,N/A,0
2013-04-04,1553.69,1562.60,1552.52,1559.98,0,6.29,0.40%,1559.98,N/A,0
2013-04-03,1570.25,1571.47,1549.80,1553.69,0,-16.56,-1.05%,1553.69,N/A,0
2013-04-02,1562.17,1573.66,1562.17,1570.25,0,8.08,0.52%,1570.25,N/A,0
2013-04-01,1569.18,1570.57,1558.47,1562.17,0,-7.02,-0.45%,1562.17,N/A,0
2013-03-28,1562.86,1570.28,1561.08,1569.19,0,6.34,0.41%,1569.19,N/A,0
2013-03-27,1563.75,1564.07,1551.90,1562.85,0,-0.92,-0.06%,1562.85,N/A,0
2013-03-26,1551.69,1563.95,1551.69,1563.77,0,12.08,0.78%,1563.77,N/A,0
2013-03-25,1556.89,1564.91,1546.22,1551.69,0,-5.20,-0.33%,1551.69,N/A,0
2013-03-22,1545.90,1557.74,1545.90,1556.89,0,11.09,0.72%,1556.89,N/A,0
2013-03-21,1558.71,1558.71,1543.55,1545.80,0,-12.91,-0.83%,1545.80,N/A,0
2013-03-20,1552.71,1561.56,1552.71,1558.71,0,10.37,0.67%,1558.71,N/A,0
2013-03-19,1552.10,1557.25,1538.57,1548.34,0,-3.76,-0.24%,1548.34,N/A,0
2013-03-18,1560.70,1560.70,1545.13,1552.10,0,-8.60,-0.55%,1552.10,N/A,0
2013-03-15,1563.21,1563.62,1555.74,1560.70,0,-2.53,-0.16%,1560.70,N/A,0
2013-03-14,1554.52,1563.32,1554.52,1563.23,0,8.71,0.56%,1563.23,N/A,0
2013-03-13,1552.48,1556.39,1548.25,1554.52,0,2.04,0.13%,1554.52,N/A,0
2013-03-12,1556.22,1556.77,1548.24,1552.48,0,-3.74,-0.24%,1552.48,N/A,0
2013-03-11,1551.15,1556.27,1547.36,1556.22,0,5.04,0.32%,1556.22,N/A,0
2013-03-08,1544.26,1552.48,1542.94,1551.18,0,6.92,0.45%,1551.18,N/A,0
2013-03-07,1541.46,1545.78,1541.46,1544.26,0,2.80,0.18%,1544.26,N/A,0
2013-03-06,1539.79,1545.25,1538.11,1541.46,0,1.67,0.11%,1541.46,N/A,0
2013-03-05,1525.20,1543.47,1525.20,1539.79,0,14.59,0.96%,1539.79,N/A,0
2013-03-04,1518.20,1525.27,1512.29,1525.20,0,7.00,0.46%,1525.20,N/A,0
2013-03-01,1514.68,1519.99,1501.48,1518.20,0,3.52,0.23%,1518.20,N/A,0
2013-02-28,1515.99,1525.34,1514.46,1514.68,0,-1.31,-0.09%,1514.68,N/A,0
2013-02-27,1496.94,1520.08,1494.88,1515.99,0,19.05,1.27%,1515.99,N/A,0
2013-02-26,1487.85,1498.99,1485.01,1496.94,0,9.09,0.61%,1496.94,N/A,0
2013-02-25,1515.60,1525.84,1487.85,1487.85,0,-27.75,-1.83%,1487.85,N/A,0
2013-02-22,1502.42,1515.64,1502.42,1515.60,0,13.18,0.88%,1515.60,N/A,0
2013-02-21,1511.95,1511.95,1497.29,1502.42,0,-9.53,-0.63%,1502.42,N/A,0
2013-02-20,1530.94,1530.94,1511.41,1511.95,0,-18.99,-1.24%,1511.95,N/A,0
2013-02-19,1519.79,1530.94,1519.79,1530.94,0,11.15,0.73%,1530.94,N/A,0
2013-02-15,1521.38,1524.24,1514.14,1519.79,0,-1.59,-0.10%,1519.79,N/A,0
2013-02-14,1520.33,1523.14,1514.02,1521.38,0,1.05,0.07%,1521.38,N/A,0
2013-02-13,1519.43,1524.69,1515.93,1520.33,0,0.90,0.06%,1520.33,N/A,0
2013-02-12,1517.01,1522.29,1515.61,1519.43,0,2.42,0.16%,1519.43,N/A,0
2013-02-11,1517.93,1518.31,1513.61,1517.01,0,-0.92,-0.06%,1517.01,N/A,0
2013-02-08,1509.39,1518.31,1509.39,1517.93,0,8.54,0.57%,1517.93,N/A,0
2013-02-07,1512.12,1512.90,1498.49,1509.39,0,-2.73,-0.18%,1509.39,N/A,0
2013-02-06,1511.29,1512.53,1504.71,1512.12,0,0.83,0.05%,1512.12,N/A,0
2013-02-05,1495.71,1514.96,1495.71,1511.29,0,15.58,1.04%,1511.29,N/A,0
2013-02-04,1513.17,1513.17,1495.02,1495.71,0,-17.46,-1.15%,1495.71,N/A,0
2013-02-01,1498.11,1514.41,1498.11,1513.17,0,15.06,1.01%,1513.17,N/A,0
2013-01-31,1501.96,1504.19,1496.76,1498.11,0,-3.85,-0.26%,1498.11,N/A,0
2013-01-30,1507.84,1509.94,1500.11,1501.96,0,-5.88,-0.39%,1501.96,N/A,0
2013-01-29,1500.18,1509.35,1498.09,1507.84,0,7.66,0.51%,1507.84,N/A,0
2013-01-28,1502.96,1503.23,1496.33,1500.18,0,-2.78,-0.18%,1500.18,N/A,0
2013-01-25,1494.82,1503.26,1494.82,1502.96,0,8.14,0.54%,1502.96,N/A,0
2013-01-24,1494.81,1502.27,1489.46,1494.82,0,0.01,0.00%,1494.82,N/A,0
2013-01-23,1492.56,1496.13,1489.90,1494.81,0,2.25,0.15%,1494.81,N/A,0
2013-01-22,1485.98,1492.56,1481.16,1492.56,0,6.58,0.44%,1492.56,N/A,0
2013-01-18,1480.95,1485.98,1475.81,1485.98,0,5.04,0.34%,1485.98,N/A,0
2013-01-17,1472.63,1485.16,1472.63,1480.94,0,8.31,0.56%,1480.94,N/A,0
2013-01-16,1472.33,1473.96,1467.60,1472.63,0,0.29,0.02%,1472.63,N/A,0
2013-01-15,1470.67,1473.31,1463.76,1472.34,0,1.66,0.11%,1472.34,N/A,0
2013-01-14,1472.05,1472.05,1465.69,1470.68,0,-1.37,-0.09%,1470.68,N/A,0
2013-01-11,1472.12,1472.75,1467.58,1472.05,0,-0.07,-0.00%,1472.05,N/A,0
2013-01-10,1461.02,1472.30,1461.02,1472.12,0,11.10,0.76%,1472.12,N/A,0
2013-01-09,1457.15,1464.73,1457.15,1461.02,0,3.87,0.27%,1461.02,N/A,0
2013-01-08,1461.89,1461.89,1451.64,1457.15,0,-4.74,-0.32%,1457.15,N/A,0
2013-01-07,1466.47,1466.47,1456.62,1461.89,0,-4.58,-0.31%,1461.89,N/A,0
2013-01-04,1459.37,1467.94,1458.99,1466.47,0,7.10,0.49%,1466.47,N/A,0
2013-01-03,1462.42,1465.47,1455.53,1459.37,0,-3.05,-0.21%,1459.37,N/A,0
2013-01-02,1426.19,1462.43,1426.19,1462.42,0,36.23,2.54%,1462.42,N/A,0
2012-12-31,1402.43,1426.74,1398.11,1426.19,0,23.76,1.69%,1426.19,N/A,0
2012-12-28,1418.10,1418.10,1401.58,1402.43,0,-15.67,-1.10%,1402.43,N/A,0
2012-12-27,1419.83,1422.80,1401.80,1418.10,0,-1.73,-0.12%,1418.10,N/A,0
2012-12-26,1426.66,1429.42,1416.43,1419.83,0,-6.83,-0.48%,1419.83,N/A,0
2012-12-24,1430.15,1430.15,1424.66,1426.66,0,-3.49,-0.24%,1426.66,N/A,0
2012-12-21,1443.67,1443.67,1422.58,1430.15,0,-13.54,-0.94%,1430.15,N/A,0
2012-12-20,1435.81,1443.70,1432.82,1443.69,0,7.88,0.55%,1443.69,N/A,0
2012-12-19,1446.79,1447.75,1435.80,1435.81,0,-10.98,-0.76%,1435.81,N/A,0
2012-12-18,1430.47,1448.00,1430.47,1446.79,0,16.43,1.15%,1446.79,N/A,0
2012-12-17,1413.54,1430.67,1413.54,1430.36,0,16.78,1.19%,1430.36,N/A,0
2012-12-14,1419.45,1419.45,1411.88,1413.58,0,-5.87,-0.41%,1413.58,N/A,0
2012-12-13,1428.48,1431.36,1416.00,1419.45,0,-9.03,-0.63%,1419.45,N/A,0
2012-12-12,1427.84,1438.59,1426.76,1428.48,0,0.64,0.04%,1428.48,N/A,0
2012-12-11,1418.55,1434.27,1418.55,1427.84,0,9.29,0.65%,1427.84,N/A,0
2012-12-10,1418.07,1421.64,1415.64,1418.55,0,0.48,0.03%,1418.55,N/A,0
2012-12-07,1413.95,1420.34,1410.90,1418.07,0,4.13,0.29%,1418.07,N/A,0
2012-12-06,1409.43,1413.95,1405.93,1413.94,0,4.66,0.33%,1413.94,N/A,0
2012-12-05,1407.05,1415.56,1398.23,1409.28,0,2.23,0.16%,1409.28,N/A,0
2012-12-04,1409.46,1413.14,1403.65,1407.05,0,-2.41,-0.17%,1407.05,N/A,0
2012-12-03,1416.34,1423.73,1408.46,1409.46,0,-6.72,-0.47%,1409.46,N/A,0
2012-11-30,1415.95,1418.86,1411.63,1416.18,0,0.23,0.02%,1416.18,N/A,0
2012-11-29,1409.96,1419.70,1409.04,1415.95,0,6.02,0.43%,1415.95,N/A,0
2012-11-28,1398.77,1410.31,1385.43,1409.93,0,10.99,0.79%,1409.93,N/A,0
2012-11-27,1406.29,1409.01,1398.03,1398.94,0,-7.35,-0.52%,1398.94,N/A,0
2012-11-26,1409.15,1409.15,1397.68,1406.29,0,-2.86,-0.20%,1406.29,N/A,0
2012-11-23,1391.03,1409.16,1391.03,1409.15,0,18.12,1.30%,1409.15,N/A,0
2012-11-21,1387.79,1391.25,1386.39,1391.03,0,3.22,0.23%,1391.03,N/A,0
2012-11-20,1386.82,1389.77,1377.04,1387.81,0,0.92,0.07%,1387.81,N/A,0
2012-11-19,1359.88,1386.89,1359.88,1386.89,0,27.01,1.99%,1386.89,N/A,0
2012-11-16,1353.36,1362.03,1343.35,1359.88,0,6.55,0.48%,1359.88,N/A,0
2012-11-15,1355.41,1360.62,1348.05,1353.33,0,-2.16,-0.16%,1353.33,N/A,0
2012-11-14,1374.64,1380.13,1352.50,1355.49,0,-19.04,-1.39%,1355.49,N/A,0
2012-11-13,1380.03,1388.81,1371.39,1374.53,0,-5.50,-0.40%,1374.53,N/A,0
2012-11-12,1379.86,1384.87,1377.19,1380.03,0,0.18,0.01%,1380.03,N/A,0
2012-11-09,1377.55,1391.39,1373.03,1379.85,0,2.34,0.17%,1379.85,N/A,0
2012-11-08,1394.53,1401.23,1377.51,1377.51,0,-17.02,-1.22%,1377.51,N/A,0
2012-11-07,1428.27,1428.27,1388.14,1394.53,0,-33.86,-2.37%,1394.53,N/A,0
2012-11-06,1417.26,1433.38,1417.26,1428.39,0,11.13,0.79%,1428.39,N/A,0
2012-11-05,1414.02,1419.90,1408.13,1417.26,0,3.06,0.22%,1417.26,N/A,0
2012-11-02,1427.59,1434.27,1412.91,1414.20,0,-13.39,-0.94%,1414.20,N/A,0
2012-11-01,1412.20,1428.35,1412.20,1427.59,0,15.43,1.09%,1427.59,N/A,0
2012-10-31,1410.99,1418.76,1405.95,1412.16,0,0.22,0.02%,1412.16,N/A,0
2012-10-26,1412.97,1417.09,1403.28,1411.94,0,-1.03,-0.07%,1411.94,N/A,0
2012-10-25,1409.74,1421.12,1405.14,1412.97,0,4.22,0.30%,1412.97,N/A,0
2012-10-24,1413.20,1420.04,1407.10,1408.75,0,-4.36,-0.31%,1408.75,N/A,0
2012-10-23,1433.74,1433.74,1407.56,1413.11,0,-20.71,-1.44%,1413.11,N/A,0
2012-10-22,1432.62,1435.46,1422.06,1433.82,0,0.63,0.04%,1433.82,N/A,0
2012-10-19,1457.34,1457.34,1429.85,1433.19,0,-24.15,-1.66%,1433.19,N/A,0
2012-10-18,1460.94,1464.02,1452.63,1457.34,0,-3.57,-0.24%,1457.34,N/A,0
2012-10-17,1454.22,1462.20,1453.35,1460.91,0,5.99,0.41%,1460.91,N/A,0
2012-10-16,1440.31,1455.51,1440.31,1454.92,0,14.79,1.03%,1454.92,N/A,0
2012-10-15,1428.75,1441.31,1427.24,1440.13,0,11.54,0.81%,1440.13,N/A,0
2012-10-12,1432.84,1438.43,1425.53,1428.59,0,-4.25,-0.30%,1428.59,N/A,0
2012-10-11,1432.82,1443.90,1432.82,1432.84,0,0.28,0.02%,1432.84,N/A,0
2012-10-10,1441.48,1442.52,1430.64,1432.56,0,-8.92,-0.62%,1432.56,N/A,0
2012-10-09,1455.90,1455.90,1441.18,1441.48,0,-14.40,-0.99%,1441.48,N/A,0
2012-10-08,1460.93,1460.93,1453.10,1455.88,0,-5.05,-0.35%,1455.88,N/A,0
2012-10-05,1461.40,1470.96,1456.89,1460.93,0,-0.47,-0.03%,1460.93,N/A,0
2012-10-04,1451.08,1463.14,1451.08,1461.40,0,10.41,0.72%,1461.40,N/A,0
2012-10-03,1446.05,1454.30,1441.99,1450.99,0,5.24,0.36%,1450.99,N/A,0
2012-10-02,1444.99,1451.52,1439.01,1445.75,0,1.26,0.09%,1445.75,N/A,0
2012-10-01,1440.90,1457.14,1440.90,1444.49,0,3.82,0.27%,1444.49,N/A,0
2012-09-28,1447.13,1447.13,1435.60,1440.67,0,-6.48,-0.45%,1440.67,N/A,0
2012-09-27,1433.36,1450.20,1433.36,1447.15,0,13.83,0.96%,1447.15,N/A,0
2012-09-26,1441.60,1441.60,1430.53,1433.32,0,-8.27,-0.57%,1433.32,N/A,0
2012-09-25,1456.94,1463.24,1441.59,1441.59,0,-15.30,-1.05%,1441.59,N/A,0
2012-09-24,1459.76,1460.72,1452.06,1456.89,0,-3.26,-0.22%,1456.89,N/A,0
2012-09-21,1460.34,1467.07,1459.51,1460.15,0,-0.11,-0.01%,1460.15,N/A,0
2012-09-20,1461.05,1461.23,1449.98,1460.26,0,-0.79,-0.05%,1460.26,N/A,0
2012-09-19,1459.50,1465.15,1457.88,1461.05,0,1.73,0.12%,1461.05,N/A,0
2012-09-18,1457.87,1461.47,1456.13,1459.32,0,-1.87,-0.13%,1459.32,N/A,0
2012-09-17,1465.42,1465.63,1457.55,1461.19,0,-4.58,-0.31%,1461.19,N/A,0
2012-09-14,1460.07,1474.51,1460.07,1465.77,0,5.78,0.40%,1465.77,N/A,0
2012-09-13,1436.56,1463.76,1435.34,1459.99,0,23.43,1.63%,1459.99,N/A,0
2012-09-12,1433.56,1439.15,1432.99,1436.56,0,3.00,0.21%,1436.56,N/A,0
2012-09-11,1429.13,1437.76,1429.13,1433.56,0,4.48,0.31%,1433.56,N/A,0
2012-09-10,1437.92,1438.74,1428.98,1429.08,0,-8.84,-0.61%,1429.08,N/A,0
2012-09-07,1432.12,1437.92,1431.45,1437.92,0,5.80,0.40%,1437.92,N/A,N/A
2012-09-06,1403.74,1432.12,1403.74,1432.12,0,28.68,2.04%,1432.12,N/A,N/A
2012-09-05,1404.94,1408.81,1401.25,1403.44,0,-1.50,-0.11%,1403.44,N/A,N/A
2012-09-04,1406.54,1409.31,1396.56,1404.94,0,-1.64,-0.12%,1404.94,N/A,N/A
2012-08-31,1400.07,1413.09,1398.96,1406.58,0,7.10,0.51%,1406.58,N/A,N/A
2012-08-30,1410.08,1410.08,1397.01,1399.48,0,-11.01,-0.78%,1399.48,N/A,N/A
2012-08-29,1409.32,1413.95,1406.57,1410.49,0,1.19,0.08%,1410.49,N/A,N/A
2012-08-28,1410.44,1413.63,1405.59,1409.30,0,-1.14,-0.08%,1409.30,N/A,N/A
2012-08-27,1413.33,1416.17,1409.11,1410.44,0,-0.69,-0.05%,1410.44,N/A,N/A
2012-08-24,1401.99,1413.46,1398.04,1411.13,0,9.05,0.65%,1411.13,N/A,N/A
2012-08-23,1413.49,1413.49,1400.50,1402.08,0,-11.41,-0.81%,1402.08,N/A,N/A
2012-08-22,1413.09,1416.12,1406.78,1413.49,0,0.32,0.02%,1413.49,N/A,N/A
2012-08-21,1418.13,1426.68,1410.86,1413.17,0,-4.96,-0.35%,1413.17,N/A,N/A
2012-08-20,1417.85,1418.13,1412.12,1418.13,0,-0.03,-0.00%,1418.13,N/A,N/A
2012-08-17,1415.84,1418.71,1414.67,1418.16,0,2.65,0.19%,1418.16,N/A,N/A
2012-08-16,1405.57,1417.44,1404.15,1415.51,0,9.98,0.71%,1415.51,N/A,N/A
2012-08-15,1403.89,1407.73,1401.83,1405.53,0,1.60,0.11%,1405.53,N/A,N/A
2012-08-14,1404.36,1410.03,1400.60,1403.93,0,-0.18,-0.01%,1403.93,N/A,N/A
2012-08-13,1405.87,1405.87,1397.32,1404.11,0,-1.76,-0.13%,1404.11,N/A,N/A
2012-08-10,1402.58,1405.98,1395.62,1405.87,0,3.07,0.22%,1405.87,N/A,N/A
2012-08-09,1402.26,1405.95,1398.80,1402.80,0,0.58,0.04%,1402.80,N/A,N/A
2012-08-08,1401.23,1404.14,1396.13,1402.22,0,0.87,0.06%,1402.22,N/A,N/A
2012-08-07,1394.46,1407.14,1394.46,1401.35,0,7.12,0.51%,1401.35,N/A,N/A
2012-08-06,1391.04,1399.63,1391.04,1394.23,0,3.24,0.23%,1394.23,N/A,N/A
2012-08-03,1365.45,1394.16,1365.45,1390.99,0,25.99,1.90%,1390.99,N/A,N/A
2012-08-02,1375.13,1375.13,1354.65,1365.00,0,-10.32,-0.75%,1365.00,N/A,N/A
2012-08-01,1379.32,1385.03,1373.35,1375.32,0,-4.00,-0.29%,1375.32,N/A,N/A
2012-07-31,1385.27,1387.16,1379.17,1379.32,0,-5.98,-0.43%,1379.32,N/A,N/A
2012-07-30,1385.94,1391.74,1381.37,1385.30,0,-0.67,-0.05%,1385.30,N/A,N/A
2012-07-27,1360.05,1389.19,1360.05,1385.97,0,25.95,1.91%,1385.97,N/A,N/A
2012-07-26,1338.17,1363.13,1338.17,1360.02,0,22.13,1.65%,1360.02,N/A,N/A
2012-07-25,1338.35,1343.98,1331.50,1337.89,0,-0.42,-0.03%,1337.89,N/A,N/A
2012-07-24,1350.52,1351.53,1329.24,1338.31,0,-12.21,-0.90%,1338.31,N/A,N/A
2012-07-23,1362.34,1362.34,1337.56,1350.52,0,-12.14,-0.89%,1350.52,N/A,N/A
2012-07-20,1376.51,1376.51,1362.19,1362.66,0,-13.85,-1.01%,1362.66,N/A,N/A
2012-07-19,1373.01,1380.39,1371.21,1376.51,0,3.73,0.27%,1376.51,N/A,N/A
2012-07-18,1363.58,1375.26,1358.96,1372.78,0,9.11,0.67%,1372.78,N/A,N/A
2012-07-17,1353.68,1365.36,1345.07,1363.67,0,10.03,0.74%,1363.67,N/A,N/A
2012-07-16,1356.50,1357.26,1348.51,1353.64,0,-3.14,-0.23%,1353.64,N/A,N/A
2012-07-13,1334.81,1357.70,1334.81,1356.78,0,22.02,1.65%,1356.78,N/A,N/A
2012-07-12,1341.29,1341.29,1325.41,1334.76,0,-6.69,-0.50%,1334.76,N/A,N/A
2012-07-11,1341.40,1345.00,1333.25,1341.45,0,-0.02,-0.00%,1341.45,N/A,N/A
2012-07-10,1352.96,1361.54,1336.27,1341.47,0,-10.99,-0.81%,1341.47,N/A,N/A
2012-07-09,1354.66,1354.87,1346.65,1352.46,0,-2.22,-0.16%,1352.46,N/A,N/A
2012-07-06,1367.09,1367.09,1348.03,1354.68,0,-12.90,-0.94%,1354.68,N/A,N/A
2012-07-05,1373.72,1373.85,1363.02,1367.58,0,-6.44,-0.47%,1367.58,N/A,N/A
2012-07-03,1365.75,1374.81,1363.53,1374.02,0,8.51,0.62%,1374.02,N/A,N/A
2012-07-02,1362.33,1366.35,1355.70,1365.51,0,3.35,0.25%,1365.51,N/A,N/A
2012-06-29,1330.12,1362.17,1330.12,1362.16,0,33.12,2.49%,1362.16,N/A,N/A
2012-06-28,1331.52,1331.52,1313.29,1329.04,0,-2.81,-0.21%,1329.04,N/A,N/A
2012-06-27,1320.71,1334.40,1320.71,1331.85,0,11.86,0.90%,1331.85,N/A,N/A
2012-06-26,1314.09,1324.24,1310.30,1319.99,0,6.27,0.48%,1319.99,N/A,N/A
2012-06-25,1334.90,1334.90,1309.27,1313.72,0,-21.30,-1.60%,1313.72,N/A,N/A
2012-06-22,1325.92,1337.82,1325.92,1335.02,0,9.51,0.72%,1335.02,N/A,N/A
2012-06-21,1355.43,1358.27,1324.41,1325.51,0,-30.18,-2.23%,1325.51,N/A,N/A
2012-06-20,1358.04,1361.57,1346.45,1355.69,0,-2.29,-0.17%,1355.69,N/A,N/A
2012-06-19,1344.83,1363.46,1344.83,1357.98,0,13.20,0.98%,1357.98,N/A,N/A
2012-06-18,1342.42,1348.22,1334.46,1344.78,0,1.94,0.14%,1344.78,N/A,N/A
2012-06-15,1329.19,1343.32,1329.19,1342.84,0,13.74,1.03%,1342.84,N/A,N/A
2012-06-14,1314.88,1333.68,1314.14,1329.10,0,14.22,1.08%,1329.10,N/A,N/A
2012-06-13,1324.02,1327.28,1310.51,1314.88,0,-9.30,-0.70%,1314.88,N/A,N/A
2012-06-12,1309.40,1324.31,1306.62,1324.18,0,15.25,1.17%,1324.18,N/A,N/A
2012-06-11,1325.72,1335.52,1307.73,1308.93,0,-16.73,-1.26%,1308.93,N/A,N/A
2012-06-08,1314.99,1325.81,1307.77,1325.66,0,10.67,0.81%,1325.66,N/A,N/A
2012-06-07,1316.15,1329.05,1312.68,1314.99,0,-0.14,-0.01%,1314.99,N/A,N/A
2012-06-06,1285.61,1315.13,1285.61,1315.13,0,29.63,2.30%,1315.13,N/A,N/A
